,AUSTRALIA,EURO AREA,NEW ZEALAND,UNITED KINGDOM,BRAZIL,CANADA,DENMARK,JAPAN,MEXICO,NORWAY,SOUTH AFRICA,SINGAPORE,SWEDEN,SWITZERLAND,TAIWAN,TURKEY,CZECHIA,HUNGARY
2011-12-01,5e-08,9e-08,9e-08,0.00172228,0.01724913,8e-08,9e-08,0.01038188,0.14607218,1e-07,0.02005906,1.1e-07,7e-08,8e-08,2e-07,0.80261476,6e-08,0.00189969
2012-01-01,5e-08,7e-08,7e-08,0.00089988,0.02677173,7e-08,8e-08,2.8e-07,0.19774764,9e-08,0.02271992,1e-07,7e-08,7e-08,1.7e-07,0.74879739,5e-08,0.00306227
2012-02-01,5e-08,9e-08,7e-08,0.00695012,0.02319928,8e-08,9e-08,2.2e-07,0.1671389,1e-07,0.00756029,1e-07,7e-08,8e-08,1.6e-07,0.7932159,6e-08,0.00193434
2012-03-01,7e-08,1.6e-07,1e-07,0.00390077,0.00121902,1e-07,1.7e-07,1.24e-06,0.09203867,3e-07,0.00852891,1.4e-07,1.1e-07,1.4e-07,2.2e-07,0.88540634,9e-08,0.00890346
2012-04-01,3e-08,6e-08,5e-08,0.01480183,0.00608302,5e-08,6e-08,0.00395361,0.1017062,6e-08,0.00632149,7e-08,5e-08,5e-08,1e-07,0.86713312,4e-08,1e-07
2012-05-01,5e-08,1e-07,7e-08,0.0027886,0.0273178,8e-08,1.1e-07,0.00464124,0.13650432,0.00102479,0.00040893,1e-07,9e-08,9e-08,1.7e-07,0.82279578,6e-08,0.00451764
2012-06-01,6e-08,1e-07,8e-08,0.00074175,0.01750717,8e-08,1e-07,2.2e-07,0.0866778,0.00032207,0.00431521,1e-07,8e-08,8e-08,1.9e-07,0.88403492,6e-08,0.00639994
2012-07-01,4e-08,6e-08,5e-08,1.2e-07,0.03714678,6e-08,6e-08,1.4e-07,0.18224116,8e-08,0.01542056,7e-08,6e-08,5e-08,1.4e-07,0.76169796,4e-08,0.00349256
2012-08-01,4e-08,1e-07,5e-08,0.00970652,0.06385349,6e-08,1e-07,0.0034228,0.17854411,8e-08,0.01479772,7e-08,6e-08,8e-08,1.2e-07,0.71984277,5e-08,0.00983177
2012-09-01,5e-08,3.5e-07,7e-08,0.00941375,0.04218846,7e-08,0.00036991,0.00299053,0.09703736,1.4e-07,0.01565089,1e-07,8e-08,1.2e-07,1.9e-07,0.81550066,9e-08,0.01684717
2012-10-01,4e-08,8e-08,5e-08,0.00258705,0.0462983,5e-08,8e-08,0.00576144,0.09598421,9e-08,0.01627214,7e-08,5e-08,7e-08,1.4e-07,0.83007259,5e-08,0.00302351
2012-11-01,4e-08,8e-08,6e-08,0.00175367,0.03480807,6e-08,8e-08,0.00263369,0.1206584,7e-08,0.00757189,8e-08,6e-08,7e-08,1.2e-07,0.83255713,5e-08,1.637e-05
2012-12-01,4e-08,9e-08,6e-08,0.02770306,0.01246458,6e-08,1e-07,0.0001309,0.10891389,0.00081607,0.01287926,7e-08,7e-08,8e-08,1.1e-07,0.83231866,5e-08,0.00477285
2013-01-01,4e-08,6e-08,5e-08,0.01261736,0.02774165,5e-08,7e-08,0.00331478,0.13652111,0.00051807,0.02890807,6e-08,5e-08,6e-08,1e-07,0.77841281,4e-08,0.0119656
2013-02-01,4e-08,8e-08,6e-08,0.00368833,0.03542787,5e-08,8e-08,0.00243116,0.10368165,6e-08,0.02671142,7e-08,6e-08,6e-08,1.1e-07,0.8243634,5e-08,0.00369545
2013-03-01,5e-08,9e-08,7e-08,0.02757267,0.02401849,6e-08,9e-08,0.01170132,0.08038704,7e-08,0.05273628,8e-08,7e-08,8e-08,1.3e-07,0.79130872,5e-08,0.01227464
2013-04-01,5e-08,8e-08,8e-08,0.0141302,0.01481386,7e-08,8e-08,0.01077346,0.07083854,8e-08,0.09440791,8e-08,7e-08,7e-08,1.4e-07,0.78341427,6e-08,0.01162089
2013-05-01,5e-08,1e-07,9e-08,0.01489572,0.00852079,7e-08,1e-07,0.0271193,0.06660581,1e-07,0.06072218,9e-08,8e-08,9e-08,1.4e-07,0.79411989,6e-08,0.02801535
2013-06-01,4e-08,8e-08,6e-08,0.00764612,0.04334679,5e-08,8e-08,0.03583317,0.07083846,6e-08,0.0790834,6e-08,6e-08,0.00039114,1e-07,0.75225002,5e-08,0.01061025
2013-07-01,7e-08,1.4e-07,1e-07,0.00849477,0.04870308,1e-07,1.4e-07,0.02974579,0.08760156,1.4e-07,0.05124348,1.1e-07,1.1e-07,1.3e-07,1.7e-07,0.74611581,9e-08,0.02809422
2013-08-01,5e-08,9e-08,7e-08,0.01433611,0.07201072,7e-08,1e-07,0.03182857,0.05770629,9e-08,0.0349296,8e-08,7e-08,7e-08,1.3e-07,0.78837764,5e-08,0.00081019
2013-09-01,6e-08,8e-08,1.4e-07,0.00873973,0.05465065,7e-08,9e-08,0.02926053,0.04128584,8e-08,0.06777107,8e-08,6e-08,7e-08,1.2e-07,0.79798382,5e-08,0.00030747
2013-10-01,5e-08,8e-08,0.00078464,0.00897697,0.06020802,7e-08,8e-08,0.03023066,0.06268424,7e-08,0.04478469,8e-08,6e-08,6e-08,1.3e-07,0.78754205,5e-08,0.00478799
2013-11-01,7e-08,1e-07,8e-08,0.00604754,0.05176692,6.2e-07,1.1e-07,0.0431683,0.03616686,0.00266094,0.07376518,1e-07,8e-08,9e-08,1.8e-07,0.78116927,7e-08,0.00525348
2013-12-01,7e-08,1.1e-07,9e-08,0.00524422,0.05969476,1e-07,1.1e-07,0.03342697,0.03981533,1.1e-07,0.0864249,1e-07,9e-08,8e-08,1.7e-07,0.77068035,7e-08,0.00471238
2014-01-01,7e-08,1.1e-07,9e-08,0.01891278,0.03637854,1e-07,1.1e-07,0.05785505,0.02633101,9e-08,0.06704056,9e-08,1e-07,9e-08,1.5e-07,0.7905636,7e-08,0.00291742
2014-02-01,8e-08,1.2e-07,0.0019826,0.00116667,0.07695498,1.2e-07,1.2e-07,0.0608191,0.03029943,1.5e-07,0.08289292,1e-07,1e-07,9e-08,1.5e-07,0.74492625,7e-08,0.00095695
2014-03-01,9e-08,1.6e-07,1.1e-07,3.4e-07,0.04797995,1.2e-07,1.6e-07,0.10820523,0.01964037,1.2e-07,0.07528778,1.2e-07,1.1e-07,1.3e-07,2e-07,0.74765208,9e-08,0.00123283
2014-04-01,1.3e-07,2e-07,0.0019193,0.01223518,0.02638413,1.5e-07,2e-07,0.06269282,0.04796415,1.5e-07,0.0460364,1.6e-07,1.5e-07,1.5e-07,3e-07,0.79429307,1.2e-07,0.00847324
2014-05-01,1e-07,1.4e-07,0.00092787,0.01164398,0.03431766,1.2e-07,1.4e-07,0.0759489,0.04167659,1.1e-07,0.06011642,1.3e-07,1.1e-07,1e-07,2.4e-07,0.76436991,8e-08,0.01099739
2014-06-01,1e-07,1.4e-07,1.2e-07,0.00448319,0.02614476,1.4e-07,1.5e-07,0.07209559,0.01856856,1.9e-07,0.06651051,1.3e-07,1.2e-07,1.1e-07,2.5e-07,0.80964908,9e-08,0.00254677
2014-07-01,8e-08,1.4e-07,1.1e-07,0.00264478,0.03698997,1e-07,1.4e-07,0.06689995,0.02076342,1.1e-07,0.06061666,1.1e-07,9e-08,1e-07,2.1e-07,0.80789944,8e-08,0.00418452
2014-08-01,6e-08,9e-08,8e-08,0.00275807,0.02828649,8e-08,9e-08,0.07280944,0.05404237,8e-08,0.08570768,8e-08,7e-08,7e-08,1.4e-07,0.75521925,6e-08,0.00117581
2014-09-01,7e-08,1.3e-07,9e-08,0.01460383,0.04673402,1e-07,1.3e-07,0.0690004,0.01266468,1e-07,0.13917537,9e-08,1e-07,9e-08,1.6e-07,0.71026683,8e-08,0.00755372
2014-10-01,9e-08,1.2e-07,0.000748,0.00931177,0.03731322,1.2e-07,1.3e-07,0.07174178,0.0360759,0.00156298,0.11186334,1.1e-07,0.00370917,1e-07,1.7e-07,0.72755377,9e-08,0.00011915
2014-11-01,1e-07,1.4e-07,1.2e-07,0.00716986,0.07088897,1.7e-07,1.5e-07,0.10326942,0.04534258,1.4e-07,0.08859818,1.3e-07,1.3e-07,1.1e-07,2.5e-07,0.68025021,9e-08,0.00447924
2014-12-01,9e-08,1.4e-07,1.7e-07,0.01578393,0.07731166,3.8e-07,1.4e-07,0.081182,0.03206498,1.3e-07,0.11515585,1.3e-07,1.2e-07,1.1e-07,2.2e-07,0.66145034,8e-08,0.01704953
2015-01-01,1e-07,1.9e-07,1.3e-07,0.00449358,0.05423193,1.4e-07,2e-07,0.16125146,0.01264842,1.5e-07,0.11589429,1.2e-07,1.3e-07,1.2e-07,2.3e-07,0.64262772,9e-08,0.00885099
2015-02-01,1e-07,1.9e-07,1.4e-07,0.01552523,0.08305557,1.6e-07,2e-07,0.15974658,0.0314434,2.4e-07,0.12511362,1.4e-07,1.5e-07,1.3e-07,2.6e-07,0.57707463,1.1e-07,0.00803915
2015-03-01,9e-08,1.4e-07,1.2e-07,0.00282821,0.08712161,1.3e-07,1.4e-07,0.16590108,0.02010801,0.00145702,0.10552012,1.1e-07,0.00032575,9e-08,2.2e-07,0.60913645,9e-08,0.00760062
2015-04-01,1.2e-07,2.4e-07,0.00061328,0.01022548,0.05808435,1.8e-07,2.5e-07,0.16255476,0.02717374,2.6e-07,0.0917808,1.6e-07,1.9e-07,1.3e-07,0.00048061,0.64368127,1.3e-07,0.00540405
2015-05-01,1.5e-07,3e-07,0.0014431,0.00929666,0.04327597,2.3e-07,3.2e-07,0.1435267,0.02389602,0.00449298,0.07249313,2e-07,2.4e-07,1.7e-07,6.4e-07,0.70103557,1.8e-07,0.00053741
2015-06-01,1.3e-07,2.1e-07,1.6e-07,0.01086379,0.06551002,1.8e-07,2.2e-07,0.14965643,0.03446794,2e-07,0.04569757,1.6e-07,1.7e-07,1.3e-07,4.7e-07,0.69231642,1.4e-07,0.00148567
2015-07-01,1.2e-07,2.1e-07,1.9e-07,0.00520524,0.08496907,1.6e-07,2.1e-07,0.1957365,0.03330818,0.00078626,0.07179004,1.5e-07,1.8e-07,1.2e-07,0.00263735,0.60067645,1.1e-07,0.00488946
2015-08-01,1.3e-07,1.9e-07,2.3e-07,0.00145454,0.08044,1.7e-07,1.9e-07,0.18113376,0.0231658,1.9e-07,0.04205326,1.6e-07,1.5e-07,1.3e-07,3.9e-07,0.66869918,1.3e-07,0.00305141
2015-09-01,1.1e-07,1.6e-07,1.8e-07,0.00085106,0.12288156,1.7e-07,1.6e-07,0.13425017,0.04489071,1.7e-07,0.08419293,1.4e-07,1.3e-07,1.1e-07,3.6e-07,0.60594511,1.1e-07,0.00698667
2015-10-01,1.2e-07,1.9e-07,3.5e-07,0.00412327,0.15110696,1.9e-07,2e-07,0.1179032,0.04623176,2e-07,0.06525509,1.7e-07,1.6e-07,1.4e-07,4.1e-07,0.6139763,1.3e-07,0.00140115
2015-11-01,1.3e-07,1.7e-07,0.00014198,0.00609591,0.10784853,2.1e-07,1.8e-07,0.14983358,0.05968614,2.1e-07,0.0542369,1.6e-07,1.7e-07,1.3e-07,3.6e-07,0.62096656,1.3e-07,0.00118856
2015-12-01,1.4e-07,2.2e-07,2e-07,0.00193936,0.10853017,2.8e-07,2.2e-07,0.14733099,0.04276455,2.9e-07,0.07261197,1.7e-07,1.7e-07,1.5e-07,3.2e-07,0.62472457,1.3e-07,0.00209608
2016-01-01,1.2e-07,2e-07,0.00093766,0.00234346,0.1830633,0.00105807,2.1e-07,0.15532395,0.03428735,3.4e-07,0.1008825,1.5e-07,1.5e-07,1.2e-07,2.7e-07,0.51674676,1.3e-07,0.00535527
2016-02-01,9e-08,1.3e-07,0.00057451,0.00456592,0.10342136,1.7e-07,1.3e-07,0.15181993,0.03642075,0.001289,0.11526621,1.2e-07,1.2e-07,9e-08,2e-07,0.58399231,9e-08,0.00264888
2016-03-01,1.2e-07,2.4e-07,0.00010282,0.00515084,0.09616657,2.4e-07,2.4e-07,0.16581797,0.0319658,0.00053839,0.15840138,1.8e-07,0.00069475,1.4e-07,3.7e-07,0.54001348,1.5e-07,0.00114632
2016-04-01,1.2e-07,5.3e-07,1.8e-07,0.00620825,0.10943417,2.7e-07,0.00029355,0.12383651,0.07127268,1.8e-07,0.15622001,1.6e-07,0.00157661,1.2e-07,3.3e-07,0.53070582,1.4e-07,0.00045037
2016-05-01,1.1e-07,0.00117706,0.00080486,0.00644924,0.14718872,2e-07,2.4e-07,0.09666782,0.03897314,2.2e-07,0.12371018,1.7e-07,1.7e-07,1.3e-07,0.00295633,0.58081752,1.6e-07,0.00125374
2016-06-01,1e-07,1.9e-07,1.2e-07,0.01731778,0.09070496,1.6e-07,1.9e-07,0.12823709,0.03297993,0.0017543,0.12954821,1.5e-07,1.3e-07,1.2e-07,3.1e-07,0.59797662,1.2e-07,0.00147952
2016-07-01,1.1e-07,2e-07,1.4e-07,0.00542793,0.1182461,1.8e-07,2e-07,0.08099946,0.04099114,2.3e-07,0.16024999,1.5e-07,1.7e-07,1.3e-07,3.2e-07,0.58977242,1.4e-07,0.00431098
2016-08-01,1e-07,1.8e-07,1.3e-07,0.03115658,0.1066676,1.9e-07,1.8e-07,0.06367189,0.04278743,0.002543,0.18836702,1.4e-07,3.2e-07,1.2e-07,3.2e-07,0.56446668,1.4e-07,0.00033797
2016-09-01,1e-07,0.00087775,1e-07,0.02186526,0.08427868,1.8e-07,4.6e-07,0.0689387,0.05283277,0.00084852,0.1134411,1.4e-07,1.8e-07,1.2e-07,2.8e-07,0.65516343,1.4e-07,0.00175208
2016-10-01,1e-07,2.7e-07,1.3e-07,0.03906905,0.07359906,1.8e-07,2.1e-07,0.06144739,0.06668187,0.00088263,0.04283037,1.5e-07,1.5e-07,1.2e-07,2.7e-07,0.71523456,1.3e-07,0.00025336
2016-11-01,9e-08,2.1e-07,1.2e-07,0.03068418,0.05531354,1.8e-07,2.1e-07,0.08315939,0.06323775,2e-07,0.05636758,1.5e-07,1.7e-07,1.4e-07,2.5e-07,0.70528989,1.4e-07,0.00594584
2016-12-01,9e-08,1.7e-07,1.1e-07,0.02997095,0.08593795,1.7e-07,1.7e-07,0.06896833,0.07089638,1.4e-07,0.03500329,1.5e-07,1.3e-07,1.2e-07,2.6e-07,0.70402746,1.3e-07,0.005194
2017-01-01,1e-07,1.9e-07,1.3e-07,0.05251506,0.03771797,1.6e-07,1.9e-07,0.10155864,0.0516861,2e-07,0.05607104,1.6e-07,1.7e-07,1.4e-07,3e-07,0.70044909,1.4e-07,2.2e-07
2017-02-01,1.3e-07,0.00315052,1.7e-07,0.05814115,0.04153596,2.1e-07,1e-06,0.09915666,0.07944405,4.1e-07,0.05689067,2.1e-07,0.00021851,1.9e-07,3.7e-07,0.65954699,2e-07,0.00191261
2017-03-01,1.3e-07,3.1e-07,1.6e-07,0.05820654,0.02134005,1.9e-07,3.1e-07,0.09789908,0.05536856,2.6e-07,0.05822529,2.1e-07,2.2e-07,1.8e-07,3.8e-07,0.70523269,2.3e-07,0.00372521
2017-04-01,1.1e-07,2.4e-07,1.4e-07,0.04900598,0.03723244,1.8e-07,2.3e-07,0.07442283,0.01204078,2.1e-07,0.02807107,1.8e-07,0.00065531,1.4e-07,3e-07,0.7965204,1.6e-07,0.0020493
2017-05-01,1.5e-07,3e-07,1.8e-07,0.05106846,0.04102507,2.5e-07,3.1e-07,0.09585293,0.02427299,3.1e-07,0.03594186,2.5e-07,2.9e-07,1.9e-07,3.8e-07,0.75129524,2.1e-07,0.00054063
2017-06-01,1e-07,2.3e-07,1.5e-07,0.03591168,0.05972865,1.8e-07,2.3e-07,0.06713349,0.03216248,2.4e-07,0.03365694,1.7e-07,0.00133529,1.4e-07,2.6e-07,0.76951713,1.9e-07,0.00055246
2017-07-01,1.4e-07,0.00088395,1.8e-07,0.02667923,0.08455722,2.2e-07,4.5e-07,0.05060514,0.01789421,0.0004346,0.04506679,2e-07,2.2e-07,1.6e-07,2.8e-07,0.76486752,1.6e-07,0.00900933
2017-08-01,1.3e-07,2e-07,1.7e-07,0.03946552,0.10908678,2.5e-07,2e-07,0.05158655,0.02846658,0.00108426,0.04339924,1.8e-07,4.2e-07,1.3e-07,2.8e-07,0.72636612,1.3e-07,0.00054286
2017-09-01,1.4e-07,2.3e-07,8.899e-05,0.04519956,0.09530989,2.5e-07,2.3e-07,0.06638644,0.01121026,3e-07,0.04961747,2.1e-07,2.5e-07,1.7e-07,3.6e-07,0.73172778,1.6e-07,0.0004573
2017-10-01,1.4e-07,0.00222775,1.8e-07,0.07586291,0.05027933,2.3e-07,6.1e-07,0.09486982,0.00141539,3.2e-07,0.04475396,2.3e-07,2.1e-07,2e-07,4.1e-07,0.72968854,2e-07,0.00089957
2017-11-01,1.5e-07,2.6e-07,2e-07,0.03872566,0.07705163,2.6e-07,2.6e-07,0.08257092,0.01308501,4.1e-07,0.03757198,2.3e-07,2.2e-07,1.9e-07,3.4e-07,0.74953029,1.9e-07,0.00146182
2017-12-01,1.6e-07,3e-07,2e-07,0.02682993,0.09412855,2.8e-07,3e-07,0.08602502,0.00638395,3.3e-07,0.0289116,2.4e-07,2.2e-07,2.1e-07,3.7e-07,0.75571574,1.9e-07,0.00200243
2018-01-01,1.5e-07,3.1e-07,0.00026145,0.03035298,0.09289109,3.2e-07,3e-07,0.10117873,0.00751506,2.9e-07,0.05595055,2.3e-07,0.00112978,1.9e-07,3.5e-07,0.70905784,2e-07,0.00166017
2018-02-01,1.7e-07,3.4e-07,2.1e-07,0.0313456,0.09617706,3.2e-07,3.4e-07,0.07384396,0.00502025,4.4e-07,0.0260998,2.6e-07,3e-07,2.1e-07,4.1e-07,0.76494452,2.3e-07,0.00256558
2018-03-01,1.4e-07,2.7e-07,1.8e-07,0.0045293,0.11270489,2.5e-07,2.7e-07,0.1122141,0.00337398,0.0019596,0.01046221,2.4e-07,2.1e-07,2e-07,3.4e-07,0.75228257,1.8e-07,0.00247106
2018-04-01,1.6e-07,4e-07,1.9e-07,0.00529016,0.12103319,2.8e-07,4.5e-07,0.09126995,0.0106248,0.00103106,0.00510541,2.6e-07,2.4e-07,2.1e-07,3.9e-07,0.7656421,2.8e-07,4.8e-07
2018-05-01,2e-07,3.7e-07,2.5e-07,0.00759352,0.11066903,4.2e-07,3.5e-07,0.08601745,0.00313322,0.00410051,0.00454248,3.1e-07,3.1e-07,2.3e-07,5e-07,0.78077387,2.3e-07,0.00316674
2018-06-01,1.4e-07,2.9e-07,1.9e-07,0.01553936,0.14061292,2.7e-07,2.8e-07,0.10740914,0.0050638,3.1e-07,0.01017329,2.4e-07,2.9e-07,2.2e-07,3.5e-07,0.71912205,0.00011153,0.00196533
2018-07-01,1.5e-07,0.00187034,1.9e-07,0.00362146,0.11904287,2.7e-07,2.8e-07,0.10036804,0.00078972,0.00080327,0.02366795,2.2e-07,2.1e-07,1.7e-07,3.3e-07,0.74982087,1.9e-07,1.346e-05
2018-08-01,1.7e-07,2e-07,0.00034967,0.0068116,0.15753663,2.6e-07,2e-07,0.0698681,0.02592244,2.7e-07,0.00263631,2.3e-07,2e-07,1.7e-07,3.5e-07,0.73687276,1.8e-07,2.5e-07
2018-09-01,1.7e-07,3e-07,1.8e-07,0.00466337,0.12466527,2.8e-07,3e-07,0.0975284,0.00338565,4.2e-07,0.00341202,2.8e-07,2.3e-07,2.2e-07,4.4e-07,0.75993574,4.487e-05,0.00636186
2018-10-01,1.6e-07,2.4e-07,1.9e-07,0.00911312,0.21677173,3.4e-07,2.4e-07,0.09217699,0.01679625,2.6e-07,0.00973939,2.6e-07,2e-07,1.9e-07,3.6e-07,0.64709769,2e-07,0.00830221
2018-11-01,1.5e-07,2.4e-07,1.6e-07,0.00817025,0.20160753,2.8e-07,2.4e-07,0.08755948,0.03894725,3e-07,0.00663159,2.5e-07,2.1e-07,2e-07,3.6e-07,0.65183887,2e-07,0.00524243
2018-12-01,2.4e-07,3.9e-07,2.3e-07,0.01100384,0.15944668,0.00348066,3.9e-07,0.06377068,0.06658451,0.00826997,0.02020014,3.3e-07,4.3e-07,2.8e-07,4.8e-07,0.6554734,0.00098008,0.01078728
2019-01-01,1.9e-07,4.2e-07,1.8e-07,0.01689592,0.15226986,9.293e-05,4.2e-07,0.04623422,0.13989801,8.9e-07,0.02621951,2.7e-07,0.00105877,2.4e-07,3.9e-07,0.60487904,3.2e-07,0.01244842
2019-02-01,1.9e-07,4.3e-07,1.7e-07,0.01940017,0.14618631,0.00248343,4.1e-07,0.0733135,0.12853832,0.00963229,0.00583334,2.7e-07,2.7e-07,2.2e-07,3.6e-07,0.59361072,4e-07,0.02099918
2019-03-01,2e-07,5.8e-07,1.9e-07,1.62e-06,0.18498262,3.5e-07,1.923e-05,0.0426151,0.07717265,0.00177646,0.00534907,2.7e-07,2.4e-07,2.1e-07,3.7e-07,0.67827752,8.074e-05,0.00972259
2019-04-01,2.1e-07,3.7e-07,2e-07,0.00096043,0.14214902,0.00324007,3.5e-07,0.08593862,0.08948814,0.00785942,0.02231952,3e-07,3.4e-07,2.7e-07,4e-07,0.64804158,2.5e-07,4.9e-07
2019-05-01,2.4e-07,5e-07,2.2e-07,0.00513357,0.16712001,4.3e-07,4.7e-07,0.0484887,0.06469845,0.00359689,0.00813606,3.4e-07,3.3e-07,3.3e-07,5.2e-07,0.69577408,3.7e-07,0.0070485
2019-06-01,2.4e-07,3.8e-07,2.1e-07,0.01482997,0.14988855,4.9e-07,3.7e-07,0.03621209,0.12462902,0.0016545,0.02267857,3e-07,3.2e-07,2.5e-07,4.1e-07,0.64207763,3e-07,0.0080264
