,AUSTRALIA,EURO AREA,NEW ZEALAND,UNITED KINGDOM,BRAZIL,CANADA,DENMARK,JAPAN,MEXICO,NORWAY,SOUTH AFRICA,SINGAPORE,SWEDEN,SWITZERLAND,TAIWAN,TURKEY,CZECHIA,HUNGARY
2011-01-01,1e-08,1e-08,1e-08,1e-08,2e-08,1e-08,1e-08,2e-08,0.2915844,1e-08,1e-08,2e-08,1e-08,1e-08,3e-08,0.70841539,1e-08,1e-08
2011-02-01,1.1e-07,1.5e-07,1.4e-07,1.2e-07,2.7e-07,1.7e-07,1.5e-07,2.5e-07,0.290273,1.5e-07,1.3e-07,2.3e-07,1.3e-07,1.4e-07,3.3e-07,0.70972428,1.1e-07,1.3e-07
2011-03-01,1.5e-07,2.2e-07,1.9e-07,3e-07,3.2e-07,2.2e-07,2.2e-07,3.3e-07,0.22889227,2.2e-07,2e-07,2.9e-07,1.8e-07,2e-07,4.5e-07,0.77110387,1.5e-07,2.3e-07
2011-04-01,1e-08,2e-08,2e-08,3e-08,3e-08,2e-08,2e-08,3e-08,0.22380497,2e-08,1e-08,2e-08,1e-08,2e-08,4e-08,0.77619471,1e-08,2e-08
2011-05-01,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.14069399,1e-08,0.0,1e-08,1e-08,1e-08,2e-08,0.85930588,1e-08,1e-08
2011-06-01,1e-08,2e-08,2e-08,4e-08,9e-08,2e-08,2e-08,3e-08,3.32e-06,2e-08,4e-08,3e-08,2e-08,2e-08,5e-08,0.99999622,1e-08,3e-08
2011-07-01,8e-08,1e-07,1e-07,1.8e-07,2.9e-07,1.1e-07,1e-07,1.5e-07,1.293e-05,1.1e-07,2.3e-07,1.4e-07,9e-08,9e-08,2.5e-07,0.99998483,7e-08,1.4e-07
2011-08-01,0.0,0.0,0.0,1e-08,1e-08,0.0,0.0,1e-08,1.03e-06,0.0,1e-08,1e-08,0.0,0.0,1e-08,0.99999889,0.0,1e-08
2011-09-01,1.4e-07,1.6e-07,1.7e-07,2.6e-07,4.5e-07,2e-07,1.7e-07,2.7e-07,1.32e-05,1.8e-07,3.4e-07,2.5e-07,1.6e-07,1.5e-07,4.8e-07,0.99998308,1.3e-07,2.2e-07
2011-10-01,0.0,0.0,0.0,1e-08,1e-08,1e-08,0.0,1e-08,1.21e-06,1e-08,1e-08,1e-08,0.0,0.0,1e-08,0.99999869,0.0,1e-08
2011-11-01,3e-08,5e-08,4e-08,7e-08,1e-07,5e-08,5e-08,9e-08,0.03855387,5e-08,4e-08,6e-08,4e-08,4e-08,1.1e-07,0.96144524,3e-08,5e-08
2011-12-01,1e-08,2e-08,2e-08,3e-08,4e-08,2e-08,2e-08,4e-08,0.05382958,2e-08,1e-08,3e-08,2e-08,2e-08,5e-08,0.94617006,1e-08,2e-08
2012-01-01,0.0,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.10495488,1e-08,0.0,1e-08,1e-08,1e-08,2e-08,0.89504499,0.0,1e-08
2012-02-01,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,2e-08,0.10054175,1e-08,1e-08,1e-08,1e-08,1e-08,2e-08,0.89945809,1e-08,1e-08
2012-03-01,3e-08,4e-08,4e-08,6e-08,8e-08,5e-08,4e-08,7e-08,0.04151222,4e-08,5e-08,6e-08,4e-08,4e-08,1e-07,0.95848694,3e-08,4e-08
2012-04-01,1.2e-07,2e-07,1.6e-07,4.2e-07,6.8e-07,1.7e-07,2e-07,2.8e-07,0.00017218,2e-07,2.6e-07,2.2e-07,1.7e-07,1.7e-07,3.7e-07,0.99982375,1.4e-07,3.1e-07
2012-05-01,1.2e-07,1.9e-07,1.6e-07,4.1e-07,8.9e-07,1.6e-07,2e-07,3.1e-07,0.00494082,2e-07,2.5e-07,2.2e-07,1.7e-07,1.7e-07,3.6e-07,0.99505497,1.3e-07,3e-07
2012-06-01,5e-08,8e-08,7e-08,1.4e-07,1.3e-07,8e-08,8e-08,1.5e-07,0.03167979,8e-08,1e-07,1e-07,7e-08,7e-08,1.7e-07,0.9683187,6e-08,1e-07
2012-07-01,1e-08,2e-08,2e-08,4e-08,1e-08,2e-08,2e-08,4e-08,0.08458201,2e-08,3e-08,3e-08,2e-08,2e-08,5e-08,0.91541759,2e-08,3e-08
2012-08-01,2e-08,2e-08,2e-08,4e-08,1e-08,2e-08,2e-08,4e-08,0.10605073,2e-08,3e-08,3e-08,2e-08,2e-08,5e-08,0.89394884,2e-08,3e-08
2012-09-01,3e-08,4e-08,4e-08,8e-08,3e-08,4e-08,4e-08,7e-08,0.03825539,4e-08,6e-08,5e-08,4e-08,4e-08,9e-08,0.96174384,3e-08,5e-08
2012-10-01,4e-08,7e-08,6e-08,1.2e-07,1.2e-07,6e-08,7e-08,1.2e-07,0.02705086,7e-08,9e-08,8e-08,6e-08,6e-08,1.4e-07,0.97294784,5e-08,8e-08
2012-11-01,2e-08,3e-08,3e-08,5e-08,2.8e-07,3e-08,3e-08,4e-08,9.29e-06,3e-08,5e-08,4e-08,3e-08,3e-08,6e-08,0.9999899,2e-08,5e-08
2012-12-01,9e-08,1.5e-07,1.2e-07,3.1e-07,5.1e-07,1.2e-07,1.5e-07,1.9e-07,3.343e-05,1.6e-07,2.9e-07,1.5e-07,1.2e-07,1.3e-07,2.4e-07,0.9999635,1e-07,2.5e-07
2013-01-01,4e-08,7e-08,6e-08,1.5e-07,3.5e-07,5e-08,7e-08,1e-07,0.00183414,7e-08,1.8e-07,7e-08,6e-08,6e-08,1.1e-07,0.99816423,5e-08,1.3e-07
2013-02-01,6e-08,9e-08,8e-08,1.5e-07,5.9e-07,8e-08,9e-08,1.4e-07,1.261e-05,9e-08,3e-07,1e-07,8e-08,8e-08,1.6e-07,0.99998508,6e-08,1.7e-07
2013-03-01,2e-08,3e-08,2e-08,5e-08,1.8e-07,2e-08,3e-08,5e-08,2.23e-06,3e-08,1.3e-07,3e-08,2e-08,2e-08,5e-08,0.99999703,2e-08,5e-08
2013-04-01,1e-08,1e-08,1e-08,2e-08,3e-08,1e-08,1e-08,2e-08,1.6e-07,1e-08,8e-08,1e-08,1e-08,1e-08,2e-08,0.99999957,1e-08,2e-08
2013-05-01,1.5e-07,2.2e-07,2.1e-07,4.8e-07,7.4e-07,2e-07,2.3e-07,5.6e-07,4.36e-06,2.3e-07,1.073e-05,2.4e-07,1.8e-07,2e-07,4e-07,0.99998019,1.5e-07,5.4e-07
2013-06-01,4e-08,6e-08,5e-08,1.4e-07,3.7e-07,5e-08,6e-08,1.4e-07,5e-07,6e-08,0.00640561,6e-08,5e-08,5e-08,9e-08,0.99359249,4e-08,1.4e-07
2013-07-01,3e-08,4e-08,4e-08,7e-08,7.9e-07,4e-08,4e-08,5e-08,1.75e-06,5e-08,2.23e-06,5e-08,4e-08,4e-08,8e-08,0.99999456,3e-08,7e-08
2013-08-01,3e-08,3e-08,4e-08,5e-08,2.79e-06,4e-08,3e-08,4e-08,7.5e-07,4e-08,5e-07,4e-08,3e-08,3e-08,6e-08,0.99999542,2e-08,4e-08
2013-09-01,1.5e-07,1.9e-07,1.9e-07,3.3e-07,4.74e-06,2e-07,2e-07,1.7e-07,1.93e-06,2e-07,1.14e-06,2.1e-07,1.6e-07,1.7e-07,3.4e-07,0.99998933,1.3e-07,2.3e-07
2013-10-01,1e-08,1e-08,1e-08,2e-08,1.7e-07,1e-08,1e-08,2e-08,5e-08,1e-08,3.9e-07,1e-08,1e-08,1e-08,1e-08,0.99999924,1e-08,1e-08
2013-11-01,5e-08,7e-08,6e-08,1.1e-07,6.2e-07,7e-08,7e-08,8e-08,4.4e-07,7e-08,1.6e-06,8e-08,6e-08,6e-08,1.2e-07,0.99999633,4e-08,8e-08
2013-12-01,1e-08,1e-08,1e-08,2e-08,3e-08,1e-08,1e-08,4e-08,5e-08,1e-08,0.01742268,2e-08,1e-08,1e-08,2e-08,0.98257699,1e-08,2e-08
2014-01-01,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,3e-08,1e-08,0.06610586,1e-08,1e-08,1e-08,1e-08,0.93389397,1e-08,1e-08
2014-02-01,1.3e-07,1.8e-07,1.6e-07,3.2e-07,7.2e-07,1.7e-07,1.8e-07,2.4e-07,6.5e-07,1.8e-07,0.08426114,1.7e-07,1.5e-07,1.4e-07,2.7e-07,0.91573488,1.2e-07,2.1e-07
2014-03-01,4e-08,4e-08,4e-08,8e-08,6.5e-07,4e-08,5e-08,5.1e-07,1.7e-07,4e-08,9.4e-07,4e-08,4e-08,4e-08,7e-08,0.99999712,3e-08,6e-08
2014-04-01,2.5e-07,3.4e-07,3.2e-07,8.4e-07,1.67e-06,2.9e-07,3.5e-07,2.05e-06,1.3e-06,3.1e-07,2.712e-05,3e-07,2.9e-07,2.8e-07,5.1e-07,0.99996305,2.2e-07,5.1e-07
2014-05-01,1.1e-07,1.4e-07,1.3e-07,2.5e-07,5.6e-07,1.5e-07,1.4e-07,4.1e-07,5.4e-07,1.4e-07,5.178e-05,1.5e-07,1.2e-07,1.2e-07,2.5e-07,0.99994475,9e-08,1.7e-07
2014-06-01,2e-07,2.5e-07,2.4e-07,4.6e-07,6.3e-07,2.6e-07,2.5e-07,6.7e-07,9e-07,2.5e-07,0.01821907,2.7e-07,2.2e-07,2.1e-07,4.4e-07,0.98177522,1.7e-07,2.9e-07
2014-07-01,2e-07,2.4e-07,2.3e-07,4.4e-07,6.7e-07,2.5e-07,2.5e-07,8.4e-07,8.3e-07,2.4e-07,0.01547002,2.6e-07,2.2e-07,2e-07,4.2e-07,0.98452422,1.7e-07,2.9e-07
2014-08-01,2e-08,3e-08,2e-08,4e-08,6e-08,3e-08,3e-08,8e-08,8e-08,2e-08,0.08495821,3e-08,2e-08,2e-08,4e-08,0.91504123,2e-08,3e-08
2014-09-01,1.8e-07,2.6e-07,2.2e-07,5.3e-07,8.2e-07,2.3e-07,2.6e-07,1.6e-06,7.7e-07,2.3e-07,0.1217806,2.3e-07,2.2e-07,2.1e-07,3.8e-07,0.87821271,1.7e-07,3.8e-07
2014-10-01,2e-08,3e-08,3e-08,5e-08,7e-08,3e-08,3e-08,8e-08,8e-08,3e-08,0.08553154,3e-08,2e-08,2e-08,4e-08,0.91446785,2e-08,3e-08
2014-11-01,1e-08,1e-08,1e-08,3e-08,9e-08,1e-08,1e-08,1.2e-07,4e-08,1e-08,0.09940823,1e-08,1e-08,1e-08,2e-08,0.90059136,1e-08,2e-08
2014-12-01,1.1e-07,1.6e-07,1.5e-07,2.6e-07,5.6e-07,1.5e-07,1.6e-07,1.81e-06,3.7e-07,1.5e-07,0.11315083,1.4e-07,1.4e-07,1.3e-07,2.2e-07,0.88684435,1e-07,2e-07
2015-01-01,1.8e-07,2.3e-07,2.3e-07,2.9e-07,0.02081382,2.7e-07,2.4e-07,0.12495334,5e-07,2.4e-07,0.13928441,2.5e-07,2.1e-07,2e-07,4e-07,0.71494484,1.5e-07,2e-07
2015-02-01,1.3e-07,1.9e-07,1.8e-07,2.7e-07,0.01966941,1.9e-07,1.9e-07,0.15132625,4.2e-07,2e-07,0.16839626,1.8e-07,1.7e-07,1.5e-07,3.1e-07,0.66060521,1.2e-07,1.8e-07
2015-03-01,1.4e-07,2.2e-07,1.9e-07,4.2e-07,0.01963121,1.9e-07,2.2e-07,0.15644005,3.7e-07,2.4e-07,0.1086405,1.8e-07,1.9e-07,1.5e-07,3.2e-07,0.71528497,1.4e-07,3e-07
2015-04-01,1e-07,1.7e-07,1.4e-07,3.4e-07,0.0530715,1.3e-07,1.7e-07,0.14994214,2.9e-07,1.6e-07,0.05886151,1.3e-07,1.5e-07,1.1e-07,2.4e-07,0.73812236,1.1e-07,2.5e-07
2015-05-01,3e-08,5e-08,4e-08,1e-07,0.04088275,4e-08,5e-08,0.15390179,1.3e-07,5e-08,0.06097699,4e-08,4e-08,3e-08,7e-08,0.74423769,3e-08,7e-08
2015-06-01,6e-08,9e-08,8e-08,2.2e-07,0.04908569,8e-08,1e-07,0.14243007,2.4e-07,1e-07,0.04826168,7e-08,8e-08,6e-08,1.4e-07,0.76022106,6e-08,1.4e-07
2015-07-01,1.3e-07,1.5e-07,1.7e-07,1e-07,0.09506452,1.9e-07,1.5e-07,0.15788238,9e-08,1.6e-07,0.01747383,1.9e-07,1.4e-07,1.4e-07,3e-07,0.72957716,1.1e-07,9e-08
2015-08-01,2e-08,2e-08,2e-08,3e-08,0.10660286,2e-08,2e-08,0.15824886,6e-08,2e-08,8e-08,2e-08,2e-08,2e-08,4e-08,0.73514785,1e-08,2e-08
2015-09-01,7e-08,1e-07,1e-07,1.4e-07,0.13756561,1.1e-07,1e-07,0.13365698,1.3e-07,1.1e-07,2.1e-07,1e-07,8e-08,8e-08,1.8e-07,0.72877573,7e-08,1e-07
2015-10-01,1e-08,1e-08,1e-08,1e-08,0.14395797,1e-08,1e-08,0.14468721,5e-08,1e-08,3.7e-07,1e-08,1e-08,1e-08,1e-08,0.71135428,1e-08,1e-08
2015-11-01,2.8e-07,3.8e-07,3.8e-07,5.6e-07,0.1678578,4.2e-07,3.8e-07,0.13755,3.3e-07,4.2e-07,0.00199697,3.7e-07,3.2e-07,2.9e-07,6.1e-07,0.69258981,2.6e-07,4.2e-07
2015-12-01,4e-08,5e-08,5e-08,9e-08,0.20291423,6e-08,5e-08,0.1150811,1.9e-07,6e-08,3.42e-06,5e-08,4e-08,4e-08,8e-08,0.68200035,4e-08,7e-08
2016-01-01,3e-08,4e-08,4e-08,6e-08,0.19731539,4e-08,4e-08,0.11028782,1.1e-07,4e-08,0.04022445,4e-08,3e-08,3e-08,6e-08,0.65217171,3e-08,5e-08
2016-02-01,2e-08,3e-08,3e-08,4e-08,0.15108929,4e-08,3e-08,0.104291,4e-08,3e-08,0.12075573,3e-08,2e-08,2e-08,5e-08,0.62386354,2e-08,3e-08
2016-03-01,2.5e-07,3.6e-07,3.3e-07,5.3e-07,0.12459596,4.5e-07,3.7e-07,0.12130081,5.9e-07,3.8e-07,0.18101031,3.9e-07,3e-07,2.8e-07,6.9e-07,0.57308741,2.5e-07,3.5e-07
2016-04-01,2e-08,3e-08,3e-08,5e-08,0.17523751,4e-08,3e-08,0.07009377,2e-08,3e-08,0.15120752,4e-08,3e-08,3e-08,7e-08,0.60346072,2e-08,3e-08
2016-05-01,2e-08,3e-08,3e-08,6e-08,0.13900703,3e-08,3e-08,0.05540647,1e-07,4e-08,0.15452735,3e-08,3e-08,2e-08,6e-08,0.65105861,2e-08,4e-08
2016-06-01,5e-08,9e-08,6e-08,1.6e-07,0.13963231,8e-08,9e-08,0.0189496,2.1e-07,9e-08,0.14960101,7e-08,7e-08,6e-08,1.4e-07,0.69181576,6e-08,9e-08
2016-07-01,2e-08,4e-08,3e-08,6e-08,0.12443395,3e-08,4e-08,0.03279095,9e-08,4e-08,0.16945688,3e-08,3e-08,3e-08,6e-08,0.67331766,3e-08,4e-08
2016-08-01,1.7e-07,3e-07,1.9e-07,5.4e-07,0.10287587,2.8e-07,3e-07,7.593e-05,7.8e-07,3.2e-07,0.17480503,2.6e-07,2.4e-07,2.1e-07,4.9e-07,0.72223858,2.1e-07,2.9e-07
2016-09-01,1.2e-07,1.9e-07,1.3e-07,2.3e-07,0.09690365,1.9e-07,1.9e-07,6.9e-07,2.3e-07,2.1e-07,0.09429249,1.8e-07,1.6e-07,1.4e-07,3.1e-07,0.80880058,1.4e-07,1.7e-07
2016-10-01,3.7e-07,6.2e-07,4.2e-07,1.19e-06,0.06689981,5.7e-07,6.2e-07,1.34e-06,2.5e-07,6.6e-07,0.03829796,5.4e-07,5.2e-07,4.5e-07,8.8e-07,0.89479276,4.5e-07,5.8e-07
2016-11-01,2e-07,3.5e-07,2.3e-07,7.7e-07,0.09686944,3.2e-07,3.5e-07,2.22e-06,5.03e-06,3.5e-07,0.00271579,2.9e-07,3e-07,2.4e-07,4.9e-07,0.90040302,2.6e-07,3.5e-07
2016-12-01,1.6e-07,3.1e-07,2e-07,2.05e-06,0.08390425,2.8e-07,3.1e-07,4.82e-06,4.15e-06,2.9e-07,4.11e-06,2.6e-07,2.6e-07,2.1e-07,4.4e-07,0.91607739,2.2e-07,3.1e-07
2017-01-01,1.2e-07,2.3e-07,1.4e-07,1.81e-06,0.06732666,1.9e-07,2.3e-07,0.00463509,2.69e-06,2.2e-07,0.013056,1.9e-07,2e-07,1.5e-07,3.2e-07,0.91497535,1.6e-07,2.5e-07
2017-02-01,3.4e-07,6.9e-07,4.2e-07,1.5e-05,0.043929,5.1e-07,6.9e-07,0.02956269,7.77e-06,6.9e-07,0.03259373,5.5e-07,6.2e-07,4.5e-07,9.5e-07,0.89388465,4.9e-07,7.7e-07
2017-03-01,3.4e-07,6.7e-07,4.2e-07,5.18e-06,0.04430217,4.9e-07,6.7e-07,0.00524364,7.91e-06,6.5e-07,0.00405518,5.5e-07,5.8e-07,4.3e-07,9.4e-07,0.94637898,4.8e-07,7.4e-07
2017-04-01,2.1e-07,4e-07,2.6e-07,1.33e-06,0.04623178,3.1e-07,4e-07,2.97e-06,6.1e-07,4e-07,1.73e-06,3.4e-07,3.4e-07,2.7e-07,5.1e-07,0.95375745,2.8e-07,4.1e-07
2017-05-01,4e-07,7.6e-07,5.1e-07,2.54e-06,0.05637154,6.2e-07,7.6e-07,0.01226305,1.53e-06,7.9e-07,9e-07,6.7e-07,6.4e-07,5.2e-07,9.8e-07,0.9313525,5.4e-07,7.6e-07
2017-06-01,7e-08,1.4e-07,9e-08,1.46e-06,0.06730464,1.1e-07,1.4e-07,1.97e-06,2.6e-07,1.5e-07,3.171e-05,1e-07,1.2e-07,9e-08,1.5e-07,0.93265853,1e-07,1.7e-07
2017-07-01,2e-08,4e-08,3e-08,1.2e-07,0.10633426,4e-08,4e-08,3.17e-06,3e-08,4e-08,2e-07,3e-08,3e-08,3e-08,4e-08,0.89366181,3e-08,4e-08
2017-08-01,3e-08,5e-08,4e-08,7e-08,0.14440994,5e-08,5e-08,8e-08,6e-08,5e-08,2e-08,5e-08,4e-08,4e-08,7e-08,0.85558928,4e-08,5e-08
2017-09-01,3e-08,5e-08,4e-08,1.4e-07,0.12768706,5e-08,5e-08,3.46e-06,7e-08,6e-08,9e-08,5e-08,5e-08,4e-08,7e-08,0.87230859,4e-08,5e-08
2017-10-01,1.3e-07,2e-07,1.6e-07,6.7e-07,0.11776834,2.1e-07,2e-07,5.41e-06,3.3e-07,2.2e-07,6.4e-07,2e-07,1.7e-07,1.6e-07,2.9e-07,0.88222235,1.4e-07,1.8e-07
2017-11-01,2e-08,3e-08,3e-08,1.4e-07,0.12008219,3e-08,3e-08,0.0203929,6e-08,4e-08,1.9e-07,3e-08,3e-08,3e-08,5e-08,0.85952413,2e-08,3e-08
2017-12-01,3e-08,4e-08,3e-08,5e-08,0.13116503,4e-08,4e-08,0.02330799,5e-08,4e-08,7e-08,4e-08,3e-08,3e-08,6e-08,0.84552637,3e-08,3e-08
2018-01-01,2e-08,3e-08,3e-08,5e-08,0.13027181,4e-08,3e-08,0.06352426,4e-08,4e-08,1e-07,3e-08,3e-08,3e-08,5e-08,0.80620336,2e-08,3e-08
2018-02-01,1e-08,2e-08,2e-08,3e-08,0.13235861,2e-08,2e-08,0.05617976,3e-08,3e-08,1e-08,2e-08,2e-08,2e-08,3e-08,0.81146129,2e-08,2e-08
2018-03-01,6e-08,1e-07,8e-08,2e-07,0.12416651,1e-07,1e-07,0.07281273,1.8e-07,1.1e-07,1.7e-07,1e-07,8e-08,8e-08,1.4e-07,0.8030191,8e-08,8e-08
2018-04-01,5e-08,8e-08,6e-08,1.5e-07,0.14479702,9e-08,8e-08,0.05839287,1.4e-07,9e-08,1e-07,9e-08,7e-08,6e-08,1.2e-07,0.79680882,6e-08,7e-08
2018-05-01,1e-07,1.5e-07,1.2e-07,2.1e-07,0.14973235,1.7e-07,1.5e-07,0.07691427,2.2e-07,1.6e-07,1.7e-07,1.7e-07,1.4e-07,1.3e-07,2.4e-07,0.773351,1.2e-07,1.2e-07
2018-06-01,3.8e-07,5.9e-07,4.6e-07,8e-07,0.1617536,5.9e-07,5.9e-07,0.07502628,7.8e-07,6.5e-07,6.9e-07,6.3e-07,5.4e-07,5.1e-07,8.3e-07,0.76321109,4.8e-07,5.2e-07
2018-07-01,1e-08,2e-08,2e-08,3e-08,0.15172692,2e-08,2e-08,0.05610696,3e-08,2e-08,3e-08,2e-08,2e-08,2e-08,3e-08,0.79216579,2e-08,2e-08
2018-08-01,3e-08,5e-08,3e-08,8e-08,0.16246032,5e-08,5e-08,0.0359228,7e-08,5e-08,5e-08,5e-08,4e-08,4e-08,7e-08,0.80161613,4e-08,5e-08
2018-09-01,1e-08,2e-08,1e-08,3e-08,0.15928569,2e-08,2e-08,0.04357136,2e-08,2e-08,2e-08,2e-08,1e-08,1e-08,2e-08,0.79714269,2e-08,2e-08
2018-10-01,2.6e-07,4.1e-07,2.8e-07,5.9e-07,0.24379563,4.3e-07,4.1e-07,0.02994869,4.7e-07,4.2e-07,4.6e-07,4.5e-07,3.6e-07,3.4e-07,5.9e-07,0.72624942,3.6e-07,4.5e-07
2018-11-01,3.8e-07,5.9e-07,4.1e-07,9.4e-07,0.23924174,6.4e-07,5.9e-07,0.03213985,1.35e-06,6.2e-07,8.1e-07,6.6e-07,5.2e-07,4.9e-07,8.8e-07,0.72860831,5.2e-07,6.8e-07
2018-12-01,1.5e-07,2.2e-07,1.5e-07,3.7e-07,0.24131104,2.7e-07,2.2e-07,3.3e-07,1.49e-06,2.6e-07,3.4e-07,2.2e-07,2e-07,1.6e-07,3.1e-07,0.75868373,2e-07,3.2e-07
2019-01-01,2.9e-07,4.9e-07,2.7e-07,8.6e-07,0.24645223,5.6e-07,4.9e-07,3.5e-06,0.10004479,6e-07,6.9e-07,4.4e-07,4.1e-07,3.3e-07,5.9e-07,0.65349229,4.4e-07,7.3e-07
2019-02-01,6.4e-07,1.06e-06,5.6e-07,1.39e-06,0.22626465,1.14e-06,1.05e-06,0.00591746,0.07857489,1.19e-06,1.31e-06,9.5e-07,8.1e-07,7.2e-07,1.21e-06,0.68922831,8.6e-07,1.79e-06
2019-03-01,2.1e-07,3.5e-07,1.8e-07,4.5e-07,0.25079749,3.9e-07,3.4e-07,2.58e-06,0.01366512,4e-07,4.9e-07,3e-07,2.6e-07,2.4e-07,4e-07,0.7355301,2.6e-07,4.3e-07
2019-04-01,7.9e-07,1.42e-06,6.4e-07,1.85e-06,0.26249196,1.48e-06,1.39e-06,8.95e-06,0.00017451,1.77e-06,2.07e-06,1.11e-06,1.07e-06,9.3e-07,1.45e-06,0.73730588,1.04e-06,1.7e-06
2019-05-01,2.2e-07,4e-07,1.8e-07,4.7e-07,0.26985999,3.9e-07,3.9e-07,1.96e-06,1.126e-05,5e-07,6e-07,3e-07,2.9e-07,2.5e-07,3.9e-07,0.73012162,3.1e-07,4.6e-07
2019-06-01,7.8e-07,9.2e-07,6.7e-07,1.25e-06,0.2188544,1.24e-06,9.1e-07,2.8e-07,0.10361537,1.06e-06,8.2e-07,9.8e-07,8.3e-07,7.1e-07,1.34e-06,0.67751673,7.5e-07,9.4e-07
